ship_id,month_arrival,year,hc_group,hc_4digits,reason_bribe,bp,actual_tariff_year,rsa,perishable,tariff2007,tariff_change_2008,agri,b_recipient,dfs,differentiated,day_w_arrival,ba,lba,monitor,psi,term,coercive,bulk,lactual_tariff_year,H_H,H_L,L_L,shift_coercive,post_2008,value_ton,clear_agent,tariff_change_post2008,diff_post_2008,lvalue_ton_post_2008,agri_post_2008,day_w_arrival_post2008,dfs_post_2008,psi_post_2008,tariff2007_post_2008,tariff_reduction,tariff_reduction_post2008,perishable_post_2008,std_bt,value_shipment_metical,ba_value,lba_value,ltonnage_post2008,ba_tonnage,lvalue_shipment_metical,lvalue_shipment_metical_post2008,tonnage,lvalue_tonnage,value_tonnage,monitor_tariff,tariff_evasion,lba_tonnage
1,12,1,15,9405,congestion,,,1,0,20,1,0,customs,0,1,Thursday,,,No,,,1,0,,,1,,2,0,,,0,0,,0,0,0,,0,20,0,0,,,,,,,,,,,,,0,
2,3,4,12,8215,undervalue,0,0,0,0,20,1,0,customs,0,1,Friday,0,0,No,not inspected,TIMAR,,0,0,,1,,1,1,511.75,1,1,1,6.2397885,0,1,0,2,20,20,20,0,,651805.75,0,0,2.4849067,0,13.387504,13.387504,12,6.2397885,511.75,0,1,0
3,12,1,3,2202,undervalue,1,20,1,0,20,1,0,customs,0,1,Saturday,10246.04,9.2347441,No,not inspected,RESSANO GARCIA,0,0,3.0445225,,1,,0,0,,1,0,0,,0,0,0,0,0,20,0,0,,171853.67,.059620723,.057911035,,,12.054404,0,,,,3.0445225,1,
4,8,4,14,8703,,1,20,0,0,20,0,1,,0,1,Saturday,18290.877,9.8142128,No,not inspected,TIAUTO,0,0,3.0445225,1,,,0,1,33629.332,6,0,1,10.423183,1,3,0,2,20,0,0,0,3473.6787,5354126,.0034162209,.003410399,.4054651,114.88522,15.493379,15.493379,1.5,10.423183,33629.332,3.0445225,0,4.7526002
5,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Sunday,0,0,No,inspected,TIAUTO,,0,3.0445225,1,,,1,1,18625.334,6,0,1,9.8323317,1,4,0,1,20,0,0,0,3473.6787,2965339.3,0,0,.4054651,0,14.902502,14.902502,1.5,9.8323317,18625.334,3.0445225,0,0
6,12,1,3,2202,undervalue,1,20,1,0,20,1,0,customs,0,1,Sunday,10246.04,9.2347441,No,not inspected,RESSANO GARCIA,0,0,3.0445225,,1,,0,0,,1,0,0,,0,0,0,0,0,20,0,0,,171853.67,.059620723,.057911035,,,12.054404,0,,,,3.0445225,1,
7,1,1,2,701,undervalue,1,20,1,1,20,0,0,customs,0,0,Thursday,136604,11.824849,No,inspected,RESSANO GARCIA,0,0,3.0445225,1,,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,515555.81,.26496452,.23504408,,,13.153003,0,,,,3.0445225,1,
8,2,5,13,8414,jump queue,0,0,0,0,0,0,0,customs,0,1,Tuesday,0,0,No,inspected,FRIGO,,0,0,,,1,1,1,,7,0,1,,0,6,0,1,0,0,0,0,,7325716,0,0,,,15.806902,15.806902,,,,0,0,
9,1,1,3,1704,undervalue,1,20,1,1,20,0,0,customs,0,0,Wednesday,1229.288,7.1150036,No,inspected,RESSANO GARCIA,0,0,3.0445225,1,,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,117.21308,429634.56,.0028612409,.0028571554,,,12.970693,0,,,,3.0445225,1,
10,3,4,12,7216,,0,7.5,0,0,7.5,0,0,,0,1,Monday,0,0,No,not inspected,TIMAR,,0,2.1400661,,,1,1,1,24.708221,6,0,1,3.2468109,0,2,0,2,7.5,0,0,0,0,42747248,0,0,9.6989202,0,17.570816,17.570816,16299.998,3.2468109,24.708223,2.1400661,0,0
11,12,1,2,810,undervalue,1,20,1,1,20,1,0,customs,0,0,Thursday,22200,10.007893,No,inspected,RESSANO GARCIA,0,0,3.0445225,,1,,0,0,,1,0,0,,0,0,0,0,0,20,0,0,62.246193,26138970,.00084930658,.0008489461,,,17.078938,0,,,,3.0445225,1,
12,2,5,12,8311,clearing agent red tape,0,7.5,0,0,7.5,0,0,,1,1,Friday,0,0,No,not inspected,TIMAR,,0,2.1400661,,,1,1,1,,7,0,1,,0,1,1,2,7.5,0,0,0,,22907996,0,0,,,16.946997,16.946997,,,,2.1400661,0,
13,3,1,3,2204,jump inspection,1,20,1,0,20,0,0,,0,1,Wednesday,23680,10.072429,No,not inspected,RESSANO GARCIA,0,0,3.0445225,,1,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,70.320267,1175136.6,.020150848,.019950507,,,13.976896,0,,,,3.0445225,0,
14,5,5,8,4817,,0,0,0,0,10,1,0,,0,1,Wednesday,0,0,No,not inspected,TIFER,,0,0,,1,,1,1,,6,1,1,,0,7,0,2,10,10,10,0,,12631658,0,0,,,16.351717,16.351717,,,,0,0,
15,2,5,5,3012,jump queue,0,0,0,0,0,0,0,customs,0,1,Sunday,0,0,No,not inspected,TIAR,,0,0,,,1,1,1,,6,0,1,,0,4,0,2,0,0,0,0,,12180527,0,0,,,16.31535,16.31535,,,,0,0,
16,3,1,3,2204,jump inspection,1,20,1,0,20,0,0,,0,1,Thursday,29600,10.295564,No,not inspected,RESSANO GARCIA,0,0,3.0445225,,1,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,70.320267,744700,.039747551,.038977943,,,13.520738,0,,,,3.0445225,0,
17,3,5,1,206,,0,20,0,1,20,0,1,,0,0,Wednesday,0,0,No,not inspected,TIMAR,,0,3.0445225,,1,,1,1,64.30143,8,0,0,4.1790137,1,7,0,2,20,0,0,1,7.6046772,5046183,0,0,6.5510802,0,15.434143,15.434143,699.99994,4.1790142,64.301437,3.0445225,0,0
18,12,1,13,8486,other,1,7.5,1,0,7.5,1,0,customs,0,1,Tuesday,11384.456,9.3400917,No,not inspected,TIAR,0,0,2.1400661,,,1,0,0,83815.789,1,0,0,0,0,0,0,0,0,7.5,0,0,0,474373.91,.023998909,.023715461,0,2011.4875,13.069754,0,.07599999,11.336389,83815.797,2.1400661,0,7.6071267
19,12,1,5,3305,other,1,20,1,0,20,1,0,customs,0,0,Sunday,11384.456,9.3400917,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,,1,0,0,,0,0,0,0,0,20,0,0,,2476127.5,.0045976858,.0045871488,,,14.722207,0,,,,3.0445225,0,
20,2,5,13,8703,,0,0,0,0,20,1,0,,0,1,Monday,0,0,No,not inspected,TIAUTO,,0,0,,1,,1,1,41389.332,6,1,1,10.630802,0,2,0,2,20,20,20,0,3473.6787,6960237,0,0,.4054651,0,15.755724,15.755724,1.5,10.630802,41389.332,0,0,0
21,12,1,13,8486,other,1,7.5,1,0,7.5,1,0,customs,0,1,Wednesday,227.62399,5.4320788,No,not inspected,TIMAR,0,0,2.1400661,,,1,0,0,86206.898,1,0,0,0,0,0,0,0,0,7.5,0,0,0,186175,.0012226346,.0012218878,0,105.39954,12.134448,0,.029000001,11.364517,86206.891,2.1400661,0,4.667201
22,12,4,15,9401,congestion,0,0,0,0,4,1,0,customs,1,1,Sunday,0,0,Yes,inspected,TIAR,1,0,0,,,1,2,1,,5,1,1,,0,4,1,1,4,4,4,0,,2554789.8,0,0,,,14.753481,14.753481,,,,0,0,
23,1,4,14,8705,,0,5,0,0,5,0,0,,0,1,Monday,0,0,No,not inspected,TIMAR,,0,1.7917595,,,1,1,1,,6,0,1,,0,2,0,2,5,0,0,0,0,13179298,0,0,,,16.394157,16.394157,,,,1.7917595,0,
24,2,1,5,2807,undervalue,1,0,1,0,0,0,0,customs,0,1,Saturday,2276.832,7.7309794,No,not inspected,TIMAR,0,0,0,,,1,0,0,,1,0,0,,0,0,0,0,0,0,0,0,,938322,.0024264932,.002423554,,,13.751849,0,,,,0,1,
25,1,1,9,6309,undervalue,1,20,1,0,20,0,0,customs,0,1,Tuesday,4553.6641,8.4239073,No,inspected,TIMAR,0,0,3.0445225,1,,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,729806,.0062395544,.0062201689,,,13.500535,0,,,,3.0445225,1,
26,2,4,14,8708,,0,7.5,0,0,7.5,0,0,,0,1,Friday,0,0,Yes,,TIAUTO,,0,2.1400661,,,1,1,1,,1,0,1,,0,1,0,,7.5,0,0,0,0,2773438.3,0,0,,,14.835599,14.835599,,,,4.2801323,0,
27,2,1,5,2807,jump queue,1,0,0,0,0,0,0,customs,0,1,Saturday,0,0,No,not inspected,TIMAR,0,0,0,,,1,0,0,151.8797,2,0,0,0,0,0,0,0,0,0,0,0,,90257.641,0,0,0,0,11.410435,0,7.98,5.0296512,151.8797,0,0,0
28,12,4,14,8714,congestion,0,0,0,0,4,1,0,customs,0,1,Monday,0,0,No,not inspected,RESSANO GARCIA,1,0,0,,,1,2,1,,4,1,1,,0,2,0,2,4,4,4,0,,9888109,0,0,,,16.106844,16.106844,,,,0,0,
29,,1,13,8413,undervalue,1,5,1,0,5,1,0,customs,1,1,Saturday,2960,7.9932823,No,not inspected,TIMAR,0,1,1.7917595,,,1,0,0,1004816,2,0,0,0,0,0,0,0,0,5,0,0,1010.4567,74828648,.000039557042,.00003955626,0,39.747551,18.130711,0,1,13.820316,1004816,1.7917595,1,3.7073958
30,3,4,9,5708,,0,0,0,0,7.5,1,0,,1,0,Wednesday,0,0,Yes,inspected,TIAR,,0,0,,,1,1,1,296637,5,1,0,12.600267,0,7,1,1,7.5,7.5,7.5,0,,31485052,0,0,0,0,17.265024,17.265024,1,12.600267,296637,0,0,0
31,2,1,8,4902,undervalue,0,0,0,0,0,0,0,customs,0,1,Sunday,0,0,No,,TIMAR,,0,0,,,1,1,0,12223.6,2,0,0,0,0,0,0,,0,0,0,0,0,4551457.5,0,0,0,0,15.330958,0,5,9.4112053,12223.6,0,1,0
32,2,4,12,7307,,0,7.5,0,0,7.5,0,0,,0,1,Saturday,0,0,No,not inspected,RESSANO GARCIA,,0,2.1400661,,,1,1,1,,4,0,1,,0,3,0,2,7.5,0,0,0,,2653181.5,0,0,,,14.79127,14.79127,,,,2.1400661,0,
33,12,4,13,8473,congestion,0,0,0,0,4,1,0,customs,0,1,Tuesday,0,0,No,not inspected,TIRO,1,0,0,,,1,2,1,,1,1,1,,0,6,0,2,4,4,4,0,472.08154,9214544,0,0,,,16.036293,16.036293,,,,0,0,
34,11,1,14,8716,jump queue,1,0,0,0,5,1,0,customs,0,1,Friday,0,0,No,,TIMAR,0,0,0,,,1,0,0,1637.3334,2,0,0,0,0,0,0,,0,5,0,0,17.410683,182898.31,0,0,0,0,12.116691,0,1.5,7.4014349,1637.3334,0,0,0
35,12,1,6,3919,undervalue,1,20,1,0,20,1,0,customs,1,0,Tuesday,2960,7.9932823,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,2243185.3,.0013195522,.0013186823,,,14.623408,0,,,,3.0445225,1,
36,12,4,15,9015,congestion,0,0,0,0,4,1,0,customs,0,1,Wednesday,0,0,No,not inspected,TIAR,1,0,0,,,1,2,1,6508,1,1,1,8.780941,0,7,0,2,4,4,4,0,,2072277.4,0,0,1.0986123,0,14.544159,14.544159,3,8.780941,6508,0,0,0
37,12,4,13,8473,congestion,0,0,0,0,4,1,0,customs,0,1,Thursday,0,0,No,not inspected,TIRO,1,0,0,,,1,2,1,,1,1,1,,0,5,0,2,4,4,4,0,472.08154,1681938048,0,0,,,21.243212,21.243212,,,,0,0,
38,12,1,12,8301,jump queue,1,7.5,0,0,7.5,1,0,customs,1,1,Saturday,2693.6001,7.8990049,No,,TIMAR,0,0,2.1400661,,,1,0,0,,2,0,0,,0,0,0,,0,7.5,0,0,,3974612.8,.00067770126,.00067747175,,,15.195438,0,,,,2.1400661,0,
39,11,1,11,7003,jump queue,1,7.5,0,0,7.5,0,0,customs,1,1,Saturday,1184,7.077498,No,not inspected,TIMAR,0,0,2.1400661,,,1,0,0,2554.7693,2,0,0,0,0,0,0,0,0,0,0,0,57.960995,2473297.8,.00047871307,.00047859852,0,1.2230016,14.721064,0,12.999999,7.8461084,2554.7695,2.1400661,0,.79885834
40,12,4,15,9406,undervalue,1,,0,0,,,,customs,0,1,Monday,28742.807,10.266177,No,not inspected,TIMAR,0,0,,,,,0,1,7225.9219,6,,1,8.8855686,,2,0,2,,,,0,,22042412,.0013039773,.0013031279,3.35829,9.4224396,16.90848,16.90848,28.740002,8.8855686,7225.9219,,1,2.3439612
41,12,1,12,7310,undervalue,1,7.5,1,0,7.5,1,0,customs,0,1,Wednesday,1539.2,7.3396673,No,not inspected,TIMAR,0,0,2.1400661,,,1,0,0,63634.352,2,0,0,0,0,0,0,0,0,7.5,0,0,44.432877,94777000,.000016240227,.000016240096,0,1.0334362,18.367037,0,20,11.060925,63634.352,2.1400661,1,.70972705
42,11,5,14,8708,jump queue,0,7.5,0,0,7.5,0,0,customs,0,1,Saturday,0,0,No,not inspected,TIMAR,,0,2.1400661,,,1,1,1,,6,0,1,,0,3,0,2,7.5,0,0,0,0,1812818.8,0,0,,,14.410394,14.410394,,,,2.1400661,0,
43,3,1,14,8708,undervalue,0,7.5,0,0,7.5,0,0,customs,0,1,Thursday,0,0,No,not inspected,TIAUTO,,0,2.1400661,,,1,1,0,,6,0,0,,0,0,0,0,0,0,0,0,0,505769696,0,0,,,20.041592,0,,,,2.1400661,1,
44,12,1,13,8517,undervalue,1,7.5,1,0,7.5,1,0,customs,0,1,Thursday,3848,8.2555685,No,not inspected,TIMAR,0,0,2.1400661,,,1,0,0,55807.5,2,0,0,0,0,0,0,0,0,7.5,0,0,3801.0061,8311969,.00046294686,.00046283973,0,25.835907,15.933208,0,2,10.929682,55807.5,2.1400661,1,3.2897408
45,12,1,6,3930,undervalue,1,20,1,0,20,1,0,customs,0,0,Thursday,11544,9.3540077,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,74.900002,2,0,0,0,0,0,0,0,0,20,0,0,24231.311,111556.06,.1034816,.098470271,0,7.750772,11.622292,0,20,4.3294168,74.900002,3.0445225,1,2.169142
46,11,5,14,8708,jump queue,0,7.5,0,0,7.5,0,0,customs,0,1,Sunday,0,0,No,not inspected,TIMAR,,0,2.1400661,,,1,1,1,,6,0,1,,0,4,0,2,7.5,0,0,0,0,219388064,0,0,,,19.206352,19.206352,,,,2.1400661,0,
47,3,1,3,2204,undervalue,1,20,1,0,20,0,0,,1,1,Friday,4617.6001,8.4378471,No,,TIMAR,0,0,3.0445225,,1,,0,0,531.02942,2,0,0,0,0,0,0,,0,0,0,0,70.320267,268911.16,.01717147,.017025707,0,9.118556,12.50214,0,6.8000007,6.2766986,531.02936,3.0445225,1,2.3143709
48,12,4,6,3917,congestion,0,0,0,0,4,1,0,customs,0,0,Friday,0,0,No,not inspected,RESSANO GARCIA,1,0,0,,,1,2,1,,4,1,0,,0,1,0,2,4,4,4,0,703.01263,24918594,0,0,,,17.031124,17.031124,,,,0,0,
49,12,4,8,4819,congestion,1,0,0,0,4,1,0,customs,0,1,Saturday,1829.0878,7.5121193,No,not inspected,MultiModal,1,0,0,,,1,2,1,,3,1,1,,0,3,0,2,4,4,4,0,,14820540,.00012341572,.00012340811,,,16.511524,16.511524,,,,0,0,
50,1,1,13,8530,jump queue,1,5,0,0,5,0,0,,1,1,Saturday,3848,8.2555685,No,not inspected,TIMAR,0,0,1.7917595,,,1,0,0,574.22223,2,0,0,0,0,0,0,0,0,0,0,0,470.95847,1924304.8,.0019996832,.0019976865,0,1.1482625,14.470076,0,45.000004,6.3547564,574.22217,1.7917595,0,.7646594
51,2,4,5,3101,jump queue,0,0,0,0,0,0,0,customs,0,1,Wednesday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,,1,1,1,1172.7,4,0,1,7.0679164,0,7,0,2,0,0,0,0,0,2489407.5,0,0,2.9957323,0,14.727555,14.727555,20,7.0679164,1172.7,0,0,0
52,3,1,3,2204,undervalue,1,20,1,0,20,0,0,,1,1,Saturday,4617.6001,8.4378471,No,,TIMAR,0,0,3.0445225,,1,,0,0,1018.0882,2,0,0,0,0,0,0,,0,0,0,0,70.320267,515555.81,.0089565478,.008916676,0,9.118556,13.153003,0,6.8000007,6.9266634,1018.0881,3.0445225,1,2.3143709
53,1,1,15,9403,undervalue,1,20,1,0,20,0,0,customs,1,1,Tuesday,20483.199,9.9274092,No,not inspected,TIMAR,0,0,3.0445225,1,,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,144.08893,1374790.6,.014899141,.01478924,,,14.133813,0,,,,3.0445225,1,
54,2,4,5,3101,jump queue,0,0,0,0,0,0,0,customs,0,1,Thursday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,,1,1,1,7818,4,0,1,8.9643116,0,5,0,2,0,0,0,0,0,2489407.5,0,0,1.0986123,0,14.727555,14.727555,3,8.9643116,7818,0,0,0
55,2,4,5,3101,jump queue,0,0,0,0,0,0,0,customs,0,1,Friday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,,1,1,1,7818,1,0,1,8.9643116,0,1,0,2,0,0,0,0,0,2489407.5,0,0,1.0986123,0,14.727555,14.727555,3,8.9643116,7818,0,0,0
56,,1,14,8709,undervalue,1,5,1,0,5,1,0,customs,1,1,Wednesday,3848,8.2555685,No,not inspected,TIMAR,0,0,1.7917595,,,1,0,0,1153.8462,2,0,0,0,0,0,0,0,0,5,0,0,69.418152,2234100,.0017223938,.0017209122,0,1.9873774,14.619349,0,25.999998,7.0517225,1153.8462,1.7917595,1,1.0943959
57,2,4,5,3102,jump queue,0,0,0,0,0,0,0,customs,0,1,Saturday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,,1,1,1,,4,0,1,,0,3,0,2,0,0,0,0,0,3004611,0,0,,,14.915659,14.915659,,,,0,0,
58,12,1,13,8471,undervalue,1,7.5,1,0,7.5,1,0,customs,0,1,Saturday,44844,10.710967,No,not inspected,TIMAR,0,0,2.1400661,,,1,0,0,4000,2,0,0,0,0,0,0,0,0,7.5,0,0,4061.3318,1489400,.030108768,.029664397,0,120.43507,14.213884,0,5,8.2943001,4000,2.1400661,1,4.7993798
59,2,4,5,3102,jump queue,0,0,0,0,0,0,0,customs,0,1,Sunday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,,1,1,1,1204.2,4,0,1,7.0944009,0,4,0,2,0,0,0,0,0,2556275.8,0,0,2.9957323,0,14.754063,14.754063,20,7.0944009,1204.2,0,0,0
60,,1,13,8425,undervalue,1,5,1,0,5,1,0,customs,1,1,Monday,740,6.6080008,No,not inspected,TIMAR,0,0,1.7917595,,,1,0,0,1375,2,0,0,0,0,0,0,0,0,5,0,0,3237.6653,1638340,.00045167669,.00045157471,0,.62105548,14.309195,0,16,7.2269359,1375,1.7917595,1,.48307747
61,10,1,15,,undervalue,1,,1,0,,,0,customs,0,0,Saturday,5920,8.6862602,No,not inspected,TIMAR,0,0,,,,,0,0,7398,2,,0,0,0,0,0,0,,,,0,1141.5448,550929.06,.010745485,.010688162,0,79.495102,13.219363,0,1,8.9091005,7398,,1,4.3881965
62,2,4,5,3102,jump queue,0,0,0,0,0,0,0,customs,0,1,Monday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,,1,1,1,11.3232,4,0,1,2.5114837,0,2,0,2,0,0,0,0,0,3004611,0,0,7.8240461,0,14.915659,14.915659,2500.0002,2.5114837,11.323199,0,0,0
63,3,4,8,4820,congestion,0,0,0,0,7.5,1,0,,1,1,Wednesday,0,0,Yes,inspected,TIMAR,1,0,0,,,1,2,1,,5,1,1,,0,7,1,1,7.5,7.5,7.5,0,379.85175,10450651,0,0,,,16.162174,16.162174,,,,0,0,
64,12,1,13,8471,undervalue,1,7.5,1,0,7.5,1,0,customs,0,1,Sunday,3848,8.2555685,No,not inspected,TIMAR,0,0,2.1400661,,,1,0,0,3000,2,0,0,0,0,0,0,0,0,7.5,0,0,4061.3318,1117050,.0034447876,.0034388679,0,10.334363,13.926203,0,5,8.0067005,3000,2.1400661,1,2.427839
65,3,4,9,5701,congestion,0,0,0,0,20,1,0,,0,0,Wednesday,0,0,Yes,inspected,TIAR,1,0,0,,1,,2,1,,5,1,0,,0,7,0,1,20,20,20,0,,1451146.1,0,0,,,14.187865,14.187865,,,,0,0,
66,12,1,6,3926,undervalue,1,20,1,0,20,1,0,customs,0,0,Tuesday,11544,9.3540077,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,228.55215,1861750,.0062006176,.0061814729,,,14.437028,0,,,,3.0445225,1,
67,12,1,12,8205,undervalue,0,7.5,1,0,7.5,1,0,customs,0,1,Saturday,0,0,No,not inspected,TIMAR,,0,2.1400661,,,1,1,0,,2,0,0,,0,0,0,0,0,7.5,0,0,.40596241,1021877.3,0,0,,,13.837153,0,,,,2.1400661,1,
68,8,4,1,202,,0,15,0,1,20,0,1,,0,0,Friday,0,0,No,not inspected,RESSANO GARCIA,,0,2.7725887,1,,,1,1,,4,0,0,,1,1,0,2,20,0,0,1,,194236.2,0,0,,,12.176835,12.176835,,,,2.7725887,0,
69,8,4,1,202,,0,15,0,1,20,0,1,,0,0,Saturday,0,0,No,not inspected,RESSANO GARCIA,,0,2.7725887,1,,,1,1,,1,0,0,,1,3,0,2,20,0,0,1,,727271.25,0,0,,,13.497056,13.497056,,,,2.7725887,0,
70,12,1,14,8703,undervalue,1,20,1,0,20,1,0,customs,1,1,Sunday,1776,7.4826818,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,1000,2,0,0,0,0,0,0,0,0,20,0,0,3473.6787,744700,.0023848529,.0023820137,0,2.3848529,13.520738,0,10,6.9087548,1000,3.0445225,1,1.2193104
71,1,1,2,1511,undervalue,1,20,1,0,20,0,0,customs,1,0,Saturday,1776,7.4826818,No,inspected,TIMAR,0,0,3.0445225,1,,,0,0,722.23077,2,0,0,0,0,0,0,0,0,0,0,0,193.20332,1398397.6,.001270025,.0012692192,0,.91725117,14.150838,0,25.999998,6.5837283,722.23083,3.0445225,1,.6508925
72,5,4,2,701,,0,0,0,0,10,1,0,,0,0,Thursday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,1,,1,1,,4,1,0,,0,5,0,2,10,10,10,0,0,3538920,0,0,,,15.079332,15.079332,,,,0,0,
73,3,1,13,8415,jump queue,1,20,1,0,20,0,0,,1,1,Thursday,4617.6001,8.4378471,No,inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,0,0,0,,18617500,.00024802471,.00024799394,,,16.739613,0,,,,3.0445225,0,
74,5,4,2,701,,0,0,0,0,10,1,0,,0,0,Friday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,1,,1,1,,4,1,0,,0,1,0,2,10,10,10,0,0,117178.56,0,0,,,11.671463,11.671463,,,,0,0,
75,,1,14,8700,undervalue,1,5,1,0,5,1,0,customs,1,1,Wednesday,59200,10.988693,No,inspected,TIMAR,0,0,1.7917595,,,1,0,0,11000,2,0,0,0,0,0,0,0,0,5,0,0,28747.221,819170,.07226827,.069776282,0,794.95099,13.616048,0,1,9.3057413,11000,1.7917595,1,6.6795378
76,5,4,2,701,,0,0,0,0,10,1,0,,0,0,Saturday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,1,,1,1,,4,1,0,,0,3,0,2,10,10,10,0,0,183091.5,0,0,,,12.117746,12.117746,,,,0,0,
77,5,4,2,701,,0,0,0,0,10,1,0,,0,0,Sunday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,1,,1,1,,4,1,0,,0,4,0,2,10,10,10,0,0,1957646.1,0,0,,,14.487254,14.487254,,,,0,0,
78,1,1,1,207,jump queue,1,20,1,1,20,0,0,customs,1,0,Thursday,45880,10.733807,No,inspected,TIMAR,0,0,3.0445225,1,,,0,0,1038.4615,2,0,0,0,0,0,0,0,0,0,0,0,486.23465,4021380,.011409019,.011344427,0,11.847828,15.207136,0,51.999996,6.9464583,1038.4617,3.0445225,0,2.5531747
79,5,4,2,701,,0,0,0,0,10,1,0,,0,0,Monday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,1,,1,1,,4,1,0,,0,2,0,2,10,10,10,0,0,2936575.5,0,0,,,14.892755,14.892755,,,,0,0,
80,11,1,3,,undervalue,1,,1,0,,,0,customs,1,0,Monday,6926.3999,8.8432398,No,not inspected,TIMAR,0,0,,,,,0,0,,2,,0,,0,0,0,0,,,,0,1141.5448,54860336,.00012625515,.00012624718,,,17.820301,0,,,,,1,
81,12,1,9,6205,jump queue,1,20,1,0,20,1,0,customs,1,1,Thursday,3848,8.2555685,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,1712810,.0022466006,.0022440806,,,14.353646,0,,,,3.0445225,0,
82,5,4,2,702,,0,0,0,1,10,1,0,,0,0,Tuesday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,1,,1,1,,4,1,0,,0,6,0,2,10,10,10,1,,652336.44,0,0,,,13.388317,13.388317,,,,0,0,
83,5,4,2,702,,0,0,0,1,10,1,0,,0,0,Wednesday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,1,,1,1,,4,1,0,,0,7,0,2,10,10,10,1,,1076790.3,0,0,,,13.889496,13.889496,,,,0,0,
84,,1,13,8443,jump queue,1,5,1,0,5,1,0,customs,1,1,Wednesday,2960,7.9932823,No,not inspected,TIMAR,0,0,1.7917595,,,1,0,0,,2,0,0,,0,0,0,0,0,5,0,0,.88683039,16135169,.0001834502,.00018343338,,,16.596512,0,,,,1.7917595,0,
85,5,4,2,703,,0,0,0,1,10,1,0,,0,0,Thursday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,1,,1,1,,4,1,0,,0,5,0,2,10,10,10,1,0,8654868,0,0,,,15.973633,15.973633,,,,0,0,
86,,1,13,8443,undervalue,1,5,1,0,5,1,0,customs,1,1,Thursday,2960,7.9932823,No,not inspected,TIMAR,0,0,1.7917595,,,1,0,0,,2,0,0,,0,0,0,0,0,5,0,0,.88683039,4124492.8,.00071766402,.00071740663,,,15.232454,0,,,,1.7917595,1,
87,,1,13,8543,undervalue,1,5,1,0,5,1,0,customs,1,1,Wednesday,31080,10.344352,No,not inspected,TIMAR,0,0,1.7917595,,,1,0,0,,2,0,0,,0,0,0,0,0,5,0,0,,1861750,.01669397,.016556157,,,14.437028,0,,,,1.7917595,1,
88,3,5,15,9401,red tape,1,20,0,0,20,0,0,customs,0,1,Saturday,1201.9719,7.0925503,No,not inspected,MultiModal,1,0,3.0445225,,1,,2,1,,8,0,1,,0,3,0,2,20,0,0,0,,4350204.5,.00027630239,.00027626424,,,15.285733,15.285733,,,,3.0445225,0,
89,12,1,3,2202,undervalue,1,20,1,0,20,1,0,customs,0,1,Monday,10246.04,9.2347441,No,not inspected,TIMAR,0,0,3.0445225,,1,,0,0,,2,0,0,,0,0,0,0,0,20,0,0,,171853.67,.059620723,.057911035,,,12.054404,0,,,,3.0445225,1,
90,8,5,3,2008,,0,10,0,1,20,0,1,,0,0,Sunday,0,0,No,not inspected,FRIGO,,0,2.3978953,1,,,1,1,,7,0,0,,1,4,0,2,20,0,0,1,52.471188,20453236,0,0,,,16.833652,16.833652,,,,2.3978953,0,
91,12,1,13,8506,undervalue,1,7.5,1,0,7.5,1,0,customs,1,1,Sunday,5692.0801,8.647007,No,inspected,TIMAR,0,0,2.1400661,,,1,0,0,,2,0,0,,0,0,0,0,0,7.5,0,0,,850676.06,.0066912426,.0066689556,,,13.653788,0,,,,2.1400661,1,
92,8,5,3,2008,,0,10,0,1,20,0,1,,0,0,Monday,0,0,No,not inspected,FRIGO,,0,2.3978953,1,,,1,1,3784.7827,7,0,0,8.2390079,1,2,0,2,20,0,0,1,52.471188,19518352,0,0,3.8286414,0,16.786865,16.786865,46,8.2390079,3784.7827,2.3978953,0,0
