ship_id,month_arrival,year,hc_group,hc_4digits,reason_bribe,bp,actual_tariff_year,rsa,perishable,tariff2007,tariff_change_2008,agri,b_recipient,dfs,differentiated,day_w_arrival,ba,lba,monitor,psi,term,coercive,bulk,lactual_tariff_year,H_H,H_L,L_L,shift_coercive,post_2008,value_ton,clear_agent,tariff_change_post2008,diff_post_2008,lvalue_ton_post_2008,agri_post_2008,day_w_arrival_post2008,dfs_post_2008,psi_post_2008,tariff2007_post_2008,tariff_reduction,tariff_reduction_post2008,perishable_post_2008,std_bt,value_shipment_metical,ba_value,lba_value,ltonnage_post2008,ba_tonnage,lvalue_shipment_metical,lvalue_shipment_metical_post2008,tonnage,lvalue_tonnage,value_tonnage,monitor_tariff,tariff_evasion,lba_tonnage
2106,2,5,9,6306,clearing agent red tape,1,20,0,0,20,0,0,stevedors,0,1,Thursday,1045.193,6.9529133,No,inspected,TIMAR,1,0,3.0445225,,1,,2,1,,6,0,1,,0,5,0,1,20,0,0,0,,4176209.5,.00025027312,.00025024181,,,15.244915,15.244915,,,,3.0445225,0,
2107,5,5,9,6306,,0,0,0,0,10,1,0,,0,1,Monday,0,0,No,not inspected,TIRO,,0,0,,1,,1,1,,6,1,1,,0,2,0,2,10,10,10,0,,1031187.8,0,0,,,13.846223,13.846223,,,,0,0,
2108,5,5,9,6306,,0,0,0,0,10,1,0,,0,1,Tuesday,0,0,No,not inspected,TIRO,,0,0,,1,,1,1,,6,1,1,,0,6,0,2,10,10,10,0,,1031187.8,0,0,,,13.846223,13.846223,,,,0,0,
2109,5,5,9,6306,,0,0,0,0,10,1,0,,0,1,Wednesday,0,0,No,not inspected,TIRO,,0,0,,1,,1,1,,6,1,1,,0,7,0,2,10,10,10,0,,1031187.8,0,0,,,13.846223,13.846223,,,,0,0,
2110,5,5,9,6306,,0,0,0,0,10,1,0,,0,1,Thursday,0,0,No,not inspected,TIMAR,,0,0,,1,,1,1,,6,1,1,,0,5,0,2,10,10,10,0,,1031187.8,0,0,,,13.846223,13.846223,,,,0,0,
2111,5,5,9,6306,,0,0,0,0,10,1,0,,0,1,Friday,0,0,No,not inspected,TIFER,,0,0,,1,,1,1,,6,1,1,,0,1,0,2,10,10,10,0,,1288928.6,0,0,,,14.069323,14.069323,,,,0,0,
2112,5,5,9,6306,,0,0,0,0,10,1,0,,0,1,Saturday,0,0,No,not inspected,TIMAR,,0,0,,1,,1,1,,6,1,1,,0,3,0,2,10,10,10,0,,773334.75,0,0,,,13.558469,13.558469,,,,0,0,
2113,5,5,9,6306,,0,0,0,0,10,1,0,,0,1,Sunday,0,0,No,not inspected,TIAR,,0,0,,1,,1,1,,6,1,1,,0,4,0,2,10,10,10,0,,515593.88,0,0,,,13.153076,13.153076,,,,0,0,
2114,5,5,12,8213,,0,0,0,0,10,1,0,,1,1,Monday,0,0,No,not inspected,FRIGO,,0,0,,1,,1,1,,7,1,1,,0,2,1,2,10,10,10,0,,5975014.5,0,0,,,15.603097,15.603097,,,,0,0,
2115,3,4,12,811,late arrival,0,5,0,0,5,0,0,Polícia,1,0,Monday,0,0,No,inspected,TIMAR,,0,1.7917595,,,1,1,1,,5,0,0,,0,2,1,1,5,0,0,0,,13887145,0,0,,,16.446474,16.446474,,,,1.7917595,0,
2116,12,5,11,6802,red tape,1,0,0,0,4,1,0,customs,0,1,Friday,4180.772,8.3384905,No,not inspected,FRIGO,1,1,0,,,1,2,1,3777.6428,7,1,1,8.2371206,0,1,0,2,4,4,4,0,79.81855,5929161.5,.00070512027,.00070487178,2.6390574,2.6636925,15.595393,15.595393,14.000001,8.2371197,3777.6426,0,0,1.2984716
2117,12,5,11,6802,congestion,0,0,0,0,4,1,0,customs,0,1,Saturday,0,0,No,not inspected,FRIGO,1,1,0,,,1,2,1,,7,1,1,,0,3,0,2,4,4,4,0,79.81855,16446873,0,0,,,16.615646,16.615646,,,,0,0,
2118,2,4,5,3206,jump queue,0,0,0,0,0,0,0,customs,0,1,Saturday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,,1,1,1,,4,0,1,,0,3,0,2,0,0,0,0,,559357.81,0,0,,,13.234547,13.234547,,,,0,0,
2119,2,5,3,2215,jump queue,0,0,0,0,0,0,0,customs,0,1,Sunday,0,0,No,inspected,TIRO,,0,0,,,1,1,1,,6,0,1,,0,4,0,1,0,0,0,0,,8963979,0,0,,,16.008724,16.008724,,,,0,0,
2120,2,4,5,3215,jump queue,0,7.5,0,0,0,0,0,customs,0,0,Monday,0,0,No,not inspected,TIRO,,0,2.1400661,,,1,1,1,,6,0,0,,0,2,0,2,0,0,0,0,176.56984,8486636,0,0,,,15.954003,15.954003,,,,2.1400661,0,
2121,2,4,5,3215,jump queue,0,7.5,0,0,0,0,0,customs,0,0,Friday,0,0,No,not inspected,TIAR,,0,2.1400661,,,1,1,1,,6,0,0,,0,1,0,2,0,0,0,0,176.56984,858460.31,0,0,,,13.662897,13.662897,,,,2.1400661,0,
2122,3,4,5,3208,undervalue,0,20,0,0,20,0,0,customs,1,1,Thursday,0,0,Yes,inspected,TIMAR,,0,3.0445225,,1,,1,1,,5,0,1,,0,5,1,1,20,0,0,0,,9966334,0,0,,,16.114723,16.114723,,,,6.089045,1,
2123,2,5,5,3215,jump queue,0,2.5,0,0,0,0,0,customs,0,0,Saturday,0,0,No,not inspected,TIMAR,,0,1.2527629,,,1,1,1,,6,0,0,,0,3,0,2,0,0,0,0,176.56984,22023898,0,0,,,16.907639,16.907639,,,,1.2527629,0,
2124,5,4,2,702,,0,0,0,1,10,1,0,,0,0,Tuesday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,1,,1,1,,4,1,0,,0,6,0,2,10,10,10,1,,489623.81,0,0,,,13.101395,13.101395,,,,0,0,
2125,5,4,2,702,,0,0,0,1,10,1,0,,0,0,Wednesday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,1,,1,1,1366.1111,4,1,0,7.2204552,0,7,0,2,10,10,10,1,,1304991.3,0,0,2.1972246,0,14.081708,14.081708,9,7.2204552,1366.1111,0,0,0
2126,10,4,14,8701,,0,0,0,0,3,1,0,,0,1,Friday,0,0,No,inspected,FRIGO,,0,0,,,1,1,1,,3,1,1,,0,1,0,1,3,3,3,0,,10982730,0,0,,,16.211834,16.211834,,,,0,0,
2127,3,4,13,,,0,5,0,0,5,0,0,,0,1,Sunday,0,0,No,,TIAR,,0,1.7917595,,,1,1,1,,1,0,1,,0,4,0,,5,0,0,0,1141.5448,110203568,0,0,,,18.517839,18.517839,,,,1.7917595,0,
2128,10,4,14,,,0,0,0,0,3,1,0,,0,1,Saturday,0,0,No,inspected,TIAUTO,,0,0,,,1,1,1,,3,1,1,,0,3,0,1,3,3,3,0,1141.5448,5106926,0,0,,,15.446109,15.446109,,,,0,0,
2129,10,4,14,,,0,0,0,0,3,1,0,,1,1,Sunday,0,0,No,inspected,TIMAR,,0,0,,,1,1,1,,5,1,1,,0,4,1,1,3,3,3,0,1141.5448,1462503808,0,0,,,21.103416,21.103416,,,,0,0,
2130,12,4,6,3917,congestion,0,0,0,0,4,1,0,customs,0,0,Sunday,0,0,No,not inspected,RESSANO GARCIA,1,0,0,,,1,2,1,,4,1,0,,0,4,0,2,4,4,4,0,703.01263,17998266,0,0,,,16.705786,16.705786,,,,0,0,
2131,12,4,13,8539,congestion,0,0,0,0,4,1,0,customs,0,1,Monday,0,0,No,not inspected,RESSANO GARCIA,1,0,0,,,1,2,1,,4,1,1,,0,2,0,2,4,4,4,0,0,207503.7,0,0,,,12.242909,12.242909,,,,0,0,
2132,3,4,12,7304,,0,7.5,0,0,7.5,0,0,,0,1,Sunday,0,0,Yes,inspected,TIMAR,,0,2.1400661,,,1,1,1,,5,0,1,,0,4,0,1,7.5,0,0,0,,4884244.5,0,0,,,15.401525,15.401525,,,,4.2801323,0,
2133,3,4,12,7608,congestion,0,0,0,0,7.5,1,0,,1,1,Wednesday,0,0,Yes,not inspected,TIMAR,1,0,0,,,1,2,1,,3,1,1,,0,7,1,2,7.5,7.5,7.5,0,,2227348,0,0,,,14.616323,14.616323,,,,0,0,
2134,12,4,6,3917,congestion,0,0,0,0,4,1,0,customs,0,0,Tuesday,0,0,No,not inspected,RESSANO GARCIA,1,0,0,,,1,2,1,85078.75,4,1,0,11.351344,0,6,0,2,4,4,4,0,703.01263,108363104,0,0,2.4849067,0,18.500998,18.500998,12,11.351344,85078.75,0,0,0
2135,2,5,13,8417,undervalue,1,0,0,0,5,1,0,customs,0,1,Monday,1567.7894,7.3580594,No,not inspected,TIMAR,0,0,0,,,1,0,1,776.06,6,1,1,6.6555176,0,2,0,2,5,5,5,0,,8700409,.00018019721,.00018018097,4.6051702,.13984385,15.978881,15.978881,100.00001,6.6555176,776.05994,0,1,.13089128
2136,1,5,14,8704,,0,3,0,0,5,0,0,,0,1,Friday,0,0,No,inspected,TIAUTO,,0,1.3862944,,,1,1,1,,6,0,1,,0,1,0,1,5,0,0,0,3292.9133,13927650,0,0,,,16.449387,16.449387,,,,1.3862944,0,
2137,2,5,13,8481,jump queue,0,7.5,1,0,0,0,0,customs,0,1,Sunday,0,0,No,not inspected,TIMAR,,0,2.1400661,,,1,1,1,,8,0,1,,0,4,0,2,0,0,0,0,,3627543.3,0,0,,,15.104067,15.104067,,,,2.1400661,0,
2138,2,4,13,,jump queue,0,7.5,0,0,0,0,0,customs,1,1,Thursday,0,0,Yes,inspected,TIMAR,,0,2.1400661,,,1,1,1,,5,0,1,,0,5,1,1,0,0,0,0,1141.5448,31481548,0,0,,,17.264912,17.264912,,,,4.2801323,0,
2139,2,4,12,7213,jump queue,0,0,0,0,0,0,0,customs,0,1,Tuesday,0,0,Yes,inspected,RESSANO GARCIA,,0,0,,,1,1,1,,4,0,1,,0,6,0,1,0,0,0,0,,488137.88,0,0,,,13.098355,13.098355,,,,0,0,
2140,8,5,14,8702,,0,20,0,0,20,0,1,,0,1,Monday,0,0,No,not inspected,TIAUTO,,0,3.0445225,1,,,1,1,25868.666,8,0,1,10.160827,1,2,0,2,20,0,0,0,2397.6873,4350204.5,0,0,.4054651,0,15.285733,15.285733,1.5,10.160827,25868.666,3.0445225,0,0
2141,5,4,2,701,,0,0,0,1,10,1,0,,0,0,Thursday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,1,,1,1,2276.4375,4,1,0,7.7308064,0,5,0,2,10,10,10,1,0,3865937.3,0,0,2.7725887,0,15.167715,15.167715,16,7.7308064,2276.4375,0,0,0
2142,5,4,2,701,,0,0,0,1,10,1,0,,0,0,Friday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,1,,1,1,2247.25,4,1,0,7.7179074,0,1,0,2,10,10,10,1,0,3816369.8,0,0,2.7725887,0,15.154811,15.154811,16,7.7179074,2247.25,0,0,0
2143,5,4,2,702,,0,0,0,1,10,1,0,,0,0,Saturday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,1,,1,1,,4,1,0,,0,3,0,2,10,10,10,1,,489305.41,0,0,,,13.100744,13.100744,,,,0,0,
2144,9,4,14,8703,,0,20,0,0,20,0,0,,0,1,Saturday,0,0,Yes,inspected,TIMAR,,0,3.0445225,,1,,1,1,,5,0,1,,0,3,0,1,20,0,0,0,3473.6787,23113684,0,0,,,16.955935,16.955935,,,,6.089045,0,
2145,12,4,13,8511,congestion,0,0,0,0,4,1,0,customs,0,1,Wednesday,0,0,No,not inspected,FRIGO,1,0,0,,,1,2,1,,3,1,1,,0,7,0,2,4,4,4,0,,15864003,0,0,,,16.579563,16.579563,,,,0,0,
2146,2,4,13,8414,jump queue,0,0,0,0,0,0,0,customs,0,1,Wednesday,0,0,No,not inspected,RESSANO GARCIA,,0,0,,,1,1,1,,4,0,1,,0,7,0,2,0,0,0,0,,732153.75,0,0,,,13.503747,13.503747,,,,0,0,
2147,3,4,9,6269,undervalue,0,0,0,0,20,1,0,customs,0,1,Sunday,0,0,Yes,inspected,TIAR,,0,0,,1,,1,1,127323,5,1,1,11.75449,0,4,0,1,20,20,20,0,,13514063,0,0,0,0,16.419241,16.419241,1,11.75449,127323,0,1,0
2148,5,4,9,6204,,0,0,0,0,10,1,0,,0,1,Sunday,0,0,Yes,inspected,TIAR,,0,0,,1,,1,1,6123.7617,5,1,1,8.7200947,0,4,0,1,10,10,10,0,,13649498,0,0,3.0445225,0,16.429213,16.429213,21.000002,8.7200947,6123.7612,0,0,0
2149,9,4,5,3626,,0,,0,0,,,,,1,0,Tuesday,0,0,Yes,inspected,TIMAR,,0,,,,,1,1,,5,,0,,,6,1,1,,,,0,,54051584,0,0,,,17.805449,17.805449,,,,,0,
2150,3,5,9,6210,,0,0,0,0,20,1,0,,0,1,Thursday,0,0,No,not inspected,TIAR,,0,0,,1,,1,1,,7,1,1,,0,5,0,2,20,20,20,0,,1131526.3,0,0,,,13.939079,13.939079,,,,0,0,
2151,12,4,9,6211,congestion,0,0,1,0,10,1,0,customs,0,1,Tuesday,0,0,No,not inspected,RESSANO GARCIA,1,0,0,,1,,2,1,,4,1,1,,0,6,0,2,10,10,10,0,,1224006.5,0,0,,,14.017641,14.017641,,,,0,0,
2152,5,4,9,6211,,0,0,0,0,10,1,0,,0,1,Monday,0,0,No,not inspected,Delegação Aduaneira da Matola,,0,0,,1,,1,1,,4,1,1,,0,2,0,2,10,10,10,0,,74072456,0,0,,,18.120554,18.120554,,,,0,0,
2153,4,5,14,8703,,0,,0,0,,,,,0,1,Monday,0,0,No,inspected,MultiModal,,0,,,,,1,1,8597.333,6,,1,9.0593233,,2,0,1,,,,0,3473.6787,1445770.5,0,0,.4054651,0,14.184154,14.184154,1.5,9.0593233,8597.333,,0,0
2154,1,4,14,8703,,0,4,0,0,5,0,0,,0,1,Saturday,0,0,No,,FRIGO,,0,1.6094379,,,1,1,1,25868.666,1,0,1,10.160827,0,3,0,,5,0,0,0,3473.6787,4118550.5,0,0,.4054651,0,15.231012,15.231012,1.5,10.160827,25868.666,1.6094379,0,0
2155,5,4,14,8703,,0,0,0,0,10,1,0,,0,1,Tuesday,0,0,No,,FRIGO,,0,0,,1,,1,1,25868.666,3,1,1,10.160827,0,6,0,,10,10,10,0,3473.6787,4118550.5,0,0,.4054651,0,15.231012,15.231012,1.5,10.160827,25868.666,0,0,0
2156,5,4,14,8703,,0,0,0,0,10,1,0,,0,1,Wednesday,0,0,No,,FRIGO,,0,0,,1,,1,1,52772,3,1,1,10.873755,0,7,0,,10,10,10,0,3473.6787,11202440,0,0,.69314718,0,16.231642,16.231642,2,10.873755,52772,0,0,0
2157,1,4,14,8703,,0,4,0,0,5,0,0,,0,1,Sunday,0,0,No,,FRIGO,,0,1.6094379,,,1,1,1,52772,3,0,1,10.873755,0,4,0,,5,0,0,0,3473.6787,11202440,0,0,.69314718,0,16.231642,16.231642,2,10.873755,52772,1.6094379,0,0
2158,1,4,14,8703,,0,4,0,0,5,0,0,,0,1,Monday,0,0,No,,FRIGO,,0,1.6094379,,,1,1,1,,1,0,1,,0,2,0,,5,0,0,0,3473.6787,8566559,0,0,,,15.963377,15.963377,,,,1.6094379,0,
2159,1,4,14,8704,,0,4,0,0,5,0,0,,0,1,Wednesday,0,0,Yes,inspected,FRIGO,,0,1.6094379,,,1,1,1,48632.668,8,0,1,10.792071,0,7,0,1,5,0,0,0,3292.9133,7742807,0,0,.4054651,0,15.862275,15.862275,1.5,10.792071,48632.668,3.2188759,0,0
2160,1,4,14,8703,,0,4,0,0,5,0,0,,0,1,Tuesday,0,0,No,,FRIGO,,0,1.6094379,,,1,1,1,29800.6,3,0,1,10.302318,0,6,0,,5,0,0,0,3473.6787,15815178,0,0,1.6094379,0,16.576481,16.576481,5,10.302318,29800.6,1.6094379,0,0
2161,5,4,14,8703,,0,0,0,0,10,1,0,,0,1,Thursday,0,0,No,,FRIGO,,0,0,,1,,1,1,30421.4,3,1,1,10.322934,0,5,0,,10,10,10,0,3473.6787,16144637,0,0,1.6094379,0,16.597099,16.597099,5,10.322934,30421.4,0,0,0
2162,8,4,14,8702,,0,20,0,0,20,0,1,,0,1,Monday,0,0,Yes,inspected,TIAUTO,,0,3.0445225,1,,,1,1,31042,3,0,1,10.343128,1,2,0,1,20,0,0,0,2397.6873,6589596,0,0,.69314718,0,15.701003,15.701003,2,10.343128,31042,6.089045,0,0
2163,2,4,14,8702,,0,5,0,0,5,0,0,,0,1,Monday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,1.7917595,,,1,1,1,27162,3,0,1,10.209611,0,2,0,1,5,0,0,0,2397.6873,5765949.5,0,0,.69314718,0,15.567481,15.567481,2,10.209611,27162,3.583519,0,0
2164,2,4,14,8702,jump reg,1,5,0,0,5,0,0,,0,1,Thursday,9406.7373,9.1492882,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,0,0,1.7917595,,,1,0,1,36216,3,0,1,10.497284,0,5,0,1,5,0,0,0,2397.6873,5765949.5,.0016314291,.0016300997,.4054651,59.083836,15.567481,15.567481,1.5,10.497284,36216,3.583519,0,4.0957408
2165,2,4,14,8702,,0,5,0,0,5,0,0,,0,1,Tuesday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,1.7917595,,,1,1,1,31042,3,0,1,10.343128,0,6,0,1,5,0,0,0,2397.6873,6589596,0,0,.69314718,0,15.701003,15.701003,2,10.343128,31042,3.583519,0,0
2166,9,4,14,8703,,0,20,0,0,20,0,0,,0,1,Sunday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,,1,,1,1,21729.334,3,0,1,9.9864645,0,4,0,1,20,0,0,0,3473.6787,3459527.3,0,0,.4054651,0,15.056643,15.056643,1.5,9.9864645,21729.334,6.089045,0,0
2167,9,4,14,8703,,0,20,0,0,20,0,0,,0,1,Thursday,0,0,No,inspected,MultiModal,,0,3.0445225,,1,,1,1,25444,1,0,1,10.144275,0,5,0,1,20,0,0,0,3473.6787,4050939.3,0,0,.4054651,0,15.214459,15.214459,1.5,10.144275,25444,3.0445225,0,0
2168,9,4,14,8703,,0,20,0,0,20,0,0,,0,1,Monday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,,1,,1,1,21729.334,3,0,1,9.9864645,0,2,0,1,20,0,0,0,3473.6787,3459527.3,0,0,.4054651,0,15.056643,15.056643,1.5,9.9864645,21729.334,6.089045,0,0
2169,8,4,14,8703,,0,15,0,0,20,0,1,,0,1,Friday,0,0,No,inspected,MultiModal,,0,2.7725887,1,,,1,1,21729.334,3,0,1,9.9864645,1,1,0,1,20,0,0,0,3473.6787,3459527.3,0,0,.4054651,0,15.056643,15.056643,1.5,9.9864645,21729.334,2.7725887,0,0
2170,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Tuesday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,1,,,1,1,21729.334,3,0,1,9.9864645,1,6,0,1,20,0,0,0,3473.6787,3459527.3,0,0,.4054651,0,15.056643,15.056643,1.5,9.9864645,21729.334,6.089045,0,0
2171,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Wednesday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,1,,,1,1,21729.334,3,0,1,9.9864645,1,7,0,1,20,0,0,0,3473.6787,3459527.3,0,0,.4054651,0,15.056643,15.056643,1.5,9.9864645,21729.334,6.089045,0,0
2172,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Thursday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,1,,,1,1,21729.334,3,0,1,9.9864645,1,5,0,1,20,0,0,0,3473.6787,3459527.3,0,0,.4054651,0,15.056643,15.056643,1.5,9.9864645,21729.334,6.089045,0,0
2173,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Friday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,1,,,1,1,21729.334,3,0,1,9.9864645,1,1,0,1,20,0,0,0,3473.6787,3459527.3,0,0,.4054651,0,15.056643,15.056643,1.5,9.9864645,21729.334,6.089045,0,0
2174,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Saturday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,1,,,1,1,21729.334,3,0,1,9.9864645,1,3,0,1,20,0,0,0,3473.6787,3459527.3,0,0,.4054651,0,15.056643,15.056643,1.5,9.9864645,21729.334,6.089045,0,0
2175,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Sunday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,1,,,1,1,21729.334,3,0,1,9.9864645,1,4,0,1,20,0,0,0,3473.6787,3459527.3,0,0,.4054651,0,15.056643,15.056643,1.5,9.9864645,21729.334,6.089045,0,0
2176,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Monday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,1,,,1,1,21729.334,3,0,1,9.9864645,1,2,0,1,20,0,0,0,3473.6787,3459527.3,0,0,.4054651,0,15.056643,15.056643,1.5,9.9864645,21729.334,6.089045,0,0
2177,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Tuesday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,1,,,1,1,21729.334,3,0,1,9.9864645,1,6,0,1,20,0,0,0,3473.6787,3459527.3,0,0,.4054651,0,15.056643,15.056643,1.5,9.9864645,21729.334,6.089045,0,0
2178,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Wednesday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,1,,,1,1,21729.334,3,0,1,9.9864645,1,7,0,1,20,0,0,0,3473.6787,3459527.3,0,0,.4054651,0,15.056643,15.056643,1.5,9.9864645,21729.334,6.089045,0,0
2179,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Thursday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,1,,,1,1,22764,3,0,1,10.03298,1,5,0,1,20,0,0,0,3473.6787,3624256.5,0,0,.4054651,0,15.10316,15.10316,1.5,10.03298,22764,6.089045,0,0
2180,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Saturday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,1,,,1,1,22764,3,0,1,10.03298,1,3,0,1,20,0,0,0,3473.6787,3624256.5,0,0,.4054651,0,15.10316,15.10316,1.5,10.03298,22764,6.089045,0,0
2181,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Sunday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,1,,,1,1,11382,3,0,1,9.3398762,1,4,0,1,20,0,0,0,3473.6787,1812128.3,0,0,.4054651,0,14.410013,14.410013,1.5,9.3398762,11382,6.089045,0,0
2182,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Monday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,1,,,1,1,65188.668,3,0,1,11.085056,1,2,0,1,20,0,0,0,3473.6787,10378688,0,0,.4054651,0,16.155266,16.155266,1.5,11.085056,65188.668,6.089045,0,0
2183,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Tuesday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,1,,,1,1,21729.334,3,0,1,9.9864645,1,6,0,1,20,0,0,0,3473.6787,3459527.3,0,0,.4054651,0,15.056643,15.056643,1.5,9.9864645,21729.334,6.089045,0,0
2184,8,4,14,8703,,0,20,0,0,20,0,1,,0,1,Friday,0,0,Yes,inspected,Posto de Fiscalização Aduaneira da Machava – Estação,,0,3.0445225,1,,,1,1,21729.334,3,0,1,9.9864645,1,1,0,1,20,0,0,0,3473.6787,3459527.3,0,0,.4054651,0,15.056643,15.056643,1.5,9.9864645,21729.334,6.089045,0,0
2185,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Tuesday,0,0,No,inspected,TIAUTO,,0,3.0445225,1,,,1,1,23186.666,6,0,1,10.051375,1,6,0,1,20,0,0,0,3473.6787,3899185.8,0,0,.4054651,0,15.176278,15.176278,1.5,10.051375,23186.666,3.0445225,0,0
2186,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Wednesday,0,0,No,inspected,TIAUTO,,0,3.0445225,1,,,1,1,44602,6,0,1,10.705557,1,7,0,1,20,0,0,0,3473.6787,7500495.5,0,0,.4054651,0,15.83048,15.83048,1.5,10.705557,44602,3.0445225,0,0
2187,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Thursday,0,0,No,inspected,TIAUTO,,0,3.0445225,1,,,1,1,26670,6,0,1,10.191332,1,5,0,1,20,0,0,0,3473.6787,4484960.5,0,0,.4054651,0,15.31624,15.31624,1.5,10.191332,26670,3.0445225,0,0
2188,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Friday,0,0,No,inspected,FRIGO,,0,3.0445225,1,,,1,1,21618,6,0,1,9.981328,1,1,0,1,20,0,0,0,3473.6787,3635391,0,0,.4054651,0,15.106228,15.106228,1.5,9.981328,21618,3.0445225,0,0
2189,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Saturday,0,0,No,inspected,MultiModal,,0,3.0445225,1,,,1,1,22383.334,6,0,1,10.016116,1,3,0,1,20,0,0,0,3473.6787,3764093.3,0,0,.4054651,0,15.141018,15.141018,1.5,10.016116,22383.334,3.0445225,0,0
2190,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Sunday,0,0,No,inspected,MultiModal,,0,3.0445225,1,,,1,1,22151.334,6,0,1,10.005698,1,4,0,1,20,0,0,0,3473.6787,3725079,0,0,.4054651,0,15.130599,15.130599,1.5,10.005698,22151.334,3.0445225,0,0
2191,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Monday,0,0,No,inspected,MultiModal,,0,3.0445225,1,,,1,1,21409.334,6,0,1,9.9716291,1,2,0,1,20,0,0,0,3473.6787,3600300.5,0,0,.4054651,0,15.096528,15.096528,1.5,9.9716291,21409.334,3.0445225,0,0
2192,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Tuesday,0,0,No,inspected,MultiModal,,0,3.0445225,1,,,1,1,24067.334,6,0,1,10.088653,1,6,0,1,20,0,0,0,3473.6787,4047283,0,0,.4054651,0,15.213556,15.213556,1.5,10.088653,24067.334,3.0445225,0,0
2193,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Wednesday,0,0,No,inspected,MultiModal,,0,3.0445225,1,,,1,1,22695.334,6,0,1,10.029959,1,7,0,1,20,0,0,0,3473.6787,3816560.8,0,0,.4054651,0,15.15486,15.15486,1.5,10.029959,22695.334,3.0445225,0,0
2194,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Thursday,0,0,No,inspected,MultiModal,,0,3.0445225,1,,,1,1,21668.666,6,0,1,9.9836683,1,5,0,1,20,0,0,0,3473.6787,3643911.3,0,0,.4054651,0,15.108568,15.108568,1.5,9.9836683,21668.666,3.0445225,0,0
2195,8,5,14,8703,,0,20,0,0,20,0,1,,0,1,Friday,0,0,No,inspected,MultiModal,,0,3.0445225,1,,,1,1,22254.666,6,0,1,10.010352,1,1,0,1,20,0,0,0,3473.6787,3742456,0,0,.4054651,0,15.135253,15.135253,1.5,10.010352,22254.666,3.0445225,0,0
